Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,HasLotFrontage,HasCentralAir,HasAlley,HasLandContour,ElectricalOk,HasMasVnr,HasGarageYr,HasBasement,ExterCond.n,ExterQual.n,HeatingQC.n,KitchenQual.n,BsmtCond.n,FireplaceQu.n,GarageQual.n,GarageCond.n,Functional.n,BsmtFinType1.n,BsmtFinType2.n,PavedDrive.n,Utilities.n,LotShape.n,BsmtExposure.n,PoolQC.n,GarageFinish.n,BsmtHeight,Condition_Feedr,Condition_PosN,Condition_Artery,Condition_RRAe,Condition_RRNn,Condition_RRAn,Condition_PosA,Condition_RRNe,Exterior_VinylSd,Exterior_MetalSd,Exterior_Wd.Sdng,Exterior_HdBoard,Exterior_BrkFace,Exterior_WdShing,Exterior_CemntBd,Exterior_Plywood,Exterior_AsbShng,Exterior_Stucco,Exterior_BrkComm,Exterior_AsphShn,Exterior_Stone,Exterior_ImStucc,Exterior_CBlock,Exterior_Wd.Shng,Exterior_CmentBd,Exterior_Brk.Cmn,Exterior_Other,SalePriceLog,MiscValLog,YrMoSold,newer_dwelling,SaleCondition_PriceDown,HouseDirectModifiedAfterBuilt,HouseDirectSoldAfterBuilt,HouseIsModified,GarageDirectBuilt,TotalSquareFootage,TotalBaths,TotalBsmtSpace,YrMoSoldCount
11,20,RL,0.365436003180649,0.130856243821894,Pave,NONE,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1965,1965,Hip,CompShg,None,-0.567015949674981,CBlock,1.02019639519956,-0.293025279752882,-0.970568526429799,-0.0258868549899743,GasA,SBrkr,-0.304826080718571,-0.785025043886639,-0.101197016502059,-0.910656737609104,1,0,1,0,0.169927088600022,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,1965,1,-0.411661632991888,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,2,2008,WD,Normal,1,1,0,0,1,1,1,1,2,2,4,2,3,0,3,3,7,3,1,2,3,3,1,0,1,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7714361601217,2.30258509299405,200802,1,0,1,0,1,1,-0.936543592599079,2,0.000757991197708142,28
12,60,RL,0.813519550725098,0.222668641593683,Pave,NONE,Lvl,Inside,Gtl,NridgHt,1Fam,2Story,9,5,2005,2006,Hip,CompShg,Stone,1.03232248543259,PConc,1.222159846019,-0.293025279752882,-0.87273354282341,0.280204407698661,GasA,SBrkr,0.0571465393991919,1.87928983190803,-0.101197016502059,1.62707143675171,1,0,3,0,1.38565545042224,-0.207698474525451,2.89876085032863,2.17157453260921,BuiltIn,2005,3,1.22175841381049,0.42124978359906,-0.392025975016952,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,7,2006,New,Partial,1,1,0,0,1,1,1,1,2,4,4,4,3,4,3,3,7,6,1,2,3,2,1,0,3,1.98276763812356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12.7512996960135,2.30258509299405,200607,0,0,1,1,1,1,1.90727584445037,4,0.0462965007029349,120
13,20,RL,-1.72562055202678,0.355061104678971,Pave,NONE,Lvl,Inside,Gtl,Sawyer,1Fam,1Story,5,6,1962,1962,Hip,CompShg,None,-0.567015949674981,CBlock,0.649198317063855,-0.293025279752882,-0.877284007177195,-0.316106718872532,GasA,SBrkr,-0.631111259416273,-0.785025043886639,-0.101197016502059,-1.16363898552046,1,0,1,0,-1.04580127322219,-0.207698474525451,-1.56236594448683,-0.924311211315714,Detchd,1962,1,-0.560154364519377,0.365915964936219,-0.702842766617084,-0.359600750132276,-0.103330530851366,2.8471453325503,-0.0631501734693743,NONE,NONE,9,2008,WD,Normal,0,1,0,0,1,1,1,1,2,2,2,2,3,0,3,3,7,5,1,2,3,1,1,0,1,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.8775685785581,2.30258509299405,200809,1,0,1,0,1,1,-1.47974570439299,2,0.00925589881561811,35
14,20,RL,0.992752969742877,0.0613628819725286,Pave,NONE,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2006,2007,Gable,CompShg,Stone,1.14416433404151,PConc,-0.968704544391867,-0.293025279752882,2.12374723414437,1.00348672471847,GasA,SBrkr,0.85246666247484,-0.785025043886639,-0.101197016502059,-0.0133603270485046,0,0,2,0,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,2006,3,1.70435979127483,0.524012589687193,-0.214416379816877,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,8,2007,New,Partial,1,1,0,0,1,1,1,1,2,3,4,3,3,4,3,3,7,1,1,2,3,2,3,0,2,0.315515596963604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5407575715773,2.30258509299405,200708,1,0,1,1,1,1,0.990126397669967,2,0.02638358736384,75
15,20,RL,-1.72562055202678,0.0953486866725832,Pave,NONE,Lvl,Corner,Gtl,NAmes,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,0.618507645579581,CBlock,0.64041729746301,-0.293025279752882,-0.0923289061491879,0.457057137252094,GasA,SBrkr,0.238132849458073,-0.785025043886639,-0.101197016502059,-0.489678465694109,1,0,1,1,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,1960,1,-0.560154364519377,-0.740760408320604,2.44972754818425,2.38041360345037,-0.103330530851366,-0.285935458023539,-0.0631501734693743,GdWo,NONE,5,2008,WD,Normal,0,1,0,0,1,1,1,1,2,2,2,2,3,2,3,3,7,4,1,2,3,2,1,0,2,-0.351385219500379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9640010843304,2.30258509299405,200805,1,0,1,0,1,1,-0.0326213284420152,2.5,-0.0133830581977202,83
16,45,RM,-0.202136490375653,-0.513352293029888,Pave,NONE,Lvl,Corner,Gtl,BrkSide,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,None,-0.567015949674981,BrkTil,-0.968704544391867,-0.293025279752882,0.617543533041358,-0.49749413379913,GasA,FuseA,-0.778959231013669,-0.785025043886639,-0.101197016502059,-1.2782715666053,0,0,1,0,-1.04580127322219,-0.207698474525451,-0.925062116656053,-0.924311211315714,Detchd,1991,2,0.479294756173045,-0.361328508918265,0.954846788583617,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,GdPrv,NONE,7,2007,WD,Normal,1,1,0,0,0,1,1,1,2,2,4,2,3,0,3,3,7,1,1,2,3,3,1,0,1,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7905572015685,2.30258509299405,200707,0,0,0,0,1,0,-1.77576570040443,1,0.0145670910768118,107
17,20,RL,-1.72562055202678,0.136055564690186,Pave,NONE,Lvl,CulDSac,Gtl,NAmes,1Fam,1Story,6,7,1970,1970,Gable,CompShg,BrkFace,0.439560687805308,CBlock,0.30015278793026,-0.293025279752882,-0.306200730777109,-0.107511191706944,GasA,SBrkr,-0.3965937872273,-0.785025043886639,-0.101197016502059,-0.981807994834174,1,0,1,0,-1.04580127322219,-0.207698474525451,-0.925062116656053,0.623631660646747,Attchd,1970,2,0.0338165615905783,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,Shed,3,2010,WD,Normal,0,1,0,0,1,1,1,1,2,2,4,2,3,3,3,3,7,5,1,2,3,2,1,0,3,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9117015849276,6.56526497003536,201003,1,0,1,0,1,1,-1.08931918654112,2,0.00314802771524532,48
18,90,RL,0.425180476186576,0.0789898478430793,Pave,NONE,Lvl,Inside,Gtl,Sawyer,Duplex,1Story,4,5,1967,1967,Gable,CompShg,None,-0.567015949674981,Slab,-0.968704544391867,-0.293025279752882,-1.27544963813343,-2.38392324903575,GasA,SBrkr,0.347744276676833,-0.785025043886639,-0.101197016502059,-0.404692241786387,0,0,2,0,-1.04580127322219,4.45593111885755,-0.287758288825272,-0.924311211315714,CarPort,1967,2,0.200870884559003,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,Shed,10,2006,WD,Normal,1,1,0,0,1,1,1,0,2,2,2,2,0,0,3,3,7,0,0,2,3,3,0,0,1,-4.35279011828428,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4075649493124,6.23441072571837,200610,0,0,1,0,1,1,-2.78861549082214,2,0.864691874370711,49
19,20,RL,0.245947057168796,0.447253940563074,Pave,NONE,Lvl,Inside,Gtl,SawyerW,1Fam,1Story,5,5,2004,2004,Gable,CompShg,None,-0.567015949674981,PConc,0.449430121144628,-0.293025279752882,-0.210640979347612,0.141896503817129,GasA,SBrkr,-0.116192461783962,-0.785025043886639,-0.101197016502059,-0.76440137553535,1,0,1,1,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Detchd,2004,2,0.479294756173045,-0.740760408320604,0.806838792583555,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,6,2008,WD,Normal,1,1,0,0,1,1,1,1,2,2,4,3,3,0,3,3,7,6,1,2,3,3,1,0,1,-0.351385219500379,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9766594812024,2.30258509299405,200806,1,0,1,0,1,1,-0.622504871718221,2.5,-0.00415486164389606,108
20,20,RL,0.365436003180649,-0.330741999119147,Pave,NONE,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,1958,1965,Hip,CompShg,None,-0.567015949674981,CBlock,0.137703925314624,-0.293025279752882,-0.080952745264724,-0.0508276245423816,GasA,SBrkr,0.457355703895592,-0.785025043886639,-0.101197016502059,-0.319706017878665,0,0,1,0,0.169927088600022,-0.207698474525451,-0.287758288825272,-0.924311211315714,Attchd,1958,1,-0.82929744041295,-0.740760408320604,-0.702842766617084,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,MnPrv,NONE,5,2009,COD,Abnorml,1,1,0,0,1,1,1,1,2,2,2,2,3,0,3,3,6,2,1,2,3,3,1,0,1,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.8422292121128,2.30258509299405,200905,1,1,0,0,1,1,-0.370533642421047,1,0.00148828013362228,69
21,60,RL,1.29147533477251,0.513196546697509,Pave,NONE,Lvl,Corner,Gtl,NridgHt,1Fam,2Story,8,5,2005,2006,Gable,CompShg,BrkFace,1.55797917389452,PConc,-0.968704544391867,-0.293025279752882,1.3592692227084,0.241659582026758,GasA,SBrkr,-0.00403193160662721,2.05659975358964,-0.101197016502059,1.7298454749657,0,0,3,1,1.38565545042224,-0.207698474525451,1.62415319466707,0.623631660646747,BuiltIn,2005,3,1.76468496345787,1.15639908869109,1.57648037178388,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,11,2006,New,Partial,1,1,0,0,1,1,1,1,2,3,4,3,3,4,3,3,7,1,1,2,3,2,3,0,2,1.98276763812356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6925031124614,2.30258509299405,200611,0,0,1,1,1,1,1.97150505699246,3.5,0.0399279693744313,30
22,45,RM,-0.0229030713578732,-0.344818209274766,Pave,Grvl,Bnk,Inside,Gtl,IDOTRR,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,None,-0.567015949674981,PConc,-0.968704544391867,-0.293025279752882,0.173873258547267,-0.939625957682714,GasA,FuseF,-0.131487079535417,-0.785025043886639,-0.101197016502059,-0.776259918406195,0,0,1,0,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,1930,1,-0.894263010456227,-0.740760408320604,-0.702842766617084,2.8318932412566,-0.103330530851366,-0.285935458023539,-0.0631501734693743,GdPrv,NONE,6,2007,WD,Normal,1,1,1,1,0,1,1,1,2,2,4,3,3,4,3,3,7,1,1,0,3,3,1,0,1,-0.351385219500379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8451027773086,2.30258509299405,200706,0,0,0,0,1,1,-1.71588587608891,1,0.0275131222134716,106
23,20,RL,0.514797185695465,-0.0540366787627316,Pave,NONE,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,8,5,2002,2002,Hip,CompShg,BrkFace,1.00436202328036,PConc,-0.968704544391867,-0.293025279752882,2.76763794020503,1.64514470502131,GasA,SBrkr,1.61974665300615,-0.785025043886639,-0.101197016502059,0.581543240305549,0,0,2,0,0.169927088600022,-0.207698474525451,0.349545539005509,0.623631660646747,Attchd,2002,2,0.284398046043216,0.610965733300229,1.65048436978391,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,9,2008,WD,Normal,1,1,0,0,1,1,1,1,2,3,4,3,3,4,3,3,7,1,1,2,3,3,1,0,2,0.315515596963604,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3458345879053,2.30258509299405,200809,1,0,1,0,1,1,2.22668794532686,2,0.0432540042453136,35
24,120,RM,-0.411242145896396,-0.753789180012364,Pave,NONE,Lvl,Inside,Gtl,MeadowV,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,None,-0.567015949674981,PConc,0.875309571785618,-0.293025279752882,-0.820403202754876,-0.0258868549899743,GasA,SBrkr,-0.253844021547055,-0.785025043886639,-0.101197016502059,-0.871128261372955,1,0,1,0,0.169927088600022,-0.207698474525451,-0.287758288825272,0.623631660646747,Attchd,1976,2,0.460733164732109,0.0497227154342694,0.925245189383605,-0.359600750132276,-0.103330530851366,-0.285935458023539,-0.0631501734693743,NONE,NONE,6,2007,WD,Normal,1,1,0,0,1,1,1,1,2,2,2,2,3,3,3,3,7,6,1,2,3,3,1,0,1,0.315515596963604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11.7745202026587,2.30258509299405,200706,1,0,1,0,1,1,-0.897015116362929,2,-0.000680614983117647,106
